"time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","ozone","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","date","precipType","temperatureHighError","temperatureLowError","temperatureMinError","temperatureMaxError","dewPointError","pressureError","windSpeedError","windBearingError","cloudCoverError","precipAccumulation","precipIntensityMaxError","precipIntensityError","precipProbabilityError"
1615064400,NA,NA,1615091400,1615132980,0.81,NA,NA,NA,NA,51.68,1615119120,41.09,1615170660,51.32,1615116420,36.42,1615171080,37.14,0.72,1017,10.01,NA,NA,347,0.62,4,1615112100,NA,NA,40.93,1615084260,51.68,1615119120,36.21,1615084740,51.32,1615116420,2021-03-07,NA,7.31,7.3,7.3,7.32,6.86,7.6,5.76,31,0.33,NA,NA,NA,NA
1615150800,NA,NA,1615177680,1615219440,0.84,NA,NA,NA,NA,51.84,1615205520,41.26,1615257060,51.34,1615205520,36.63,1615257480,37.25,0.72,1016.9,9.99,NA,NA,347,0.62,4,1615198500,NA,NA,41.09,1615170660,51.84,1615205520,36.42,1615171080,51.34,1615205520,2021-03-08,NA,7.3,7.29,7.29,7.3,6.84,7.6,5.74,31,0.33,NA,NA,NA,NA
1615237200,NA,NA,1615264020,1615305900,0.88,NA,NA,NA,NA,52,1615291920,41.42,1615343400,51.5,1615291920,36.84,1615343880,37.36,0.72,1016.9,9.97,NA,NA,347,0.62,4,1615284900,NA,NA,41.26,1615257060,52,1615291920,36.63,1615257480,51.5,1615291920,2021-03-09,NA,7.29,7.27,7.28,7.29,6.83,7.6,5.73,31,0.33,NA,NA,NA,NA
1615323600,NA,NA,1615350300,1615392360,0.91,NA,NA,NA,NA,52.17,1615378260,41.59,1615429800,51.67,1615378260,37.06,1615430280,37.48,0.72,1016.8,9.95,NA,NA,347,0.62,4,1615371240,NA,NA,41.42,1615343400,52.17,1615378260,36.84,1615343880,51.67,1615378260,2021-03-10,NA,7.27,7.26,7.26,7.28,6.81,7.5,5.71,31,0.33,NA,NA,NA,NA
1615410000,NA,NA,1615436580,1615478820,0.95,NA,NA,NA,NA,52.34,1615464660,41.77,1615516200,51.84,1615464660,37.28,1615516620,37.6,0.72,1016.7,9.93,NA,NA,347,0.61,4,1615457640,NA,NA,41.59,1615429800,52.34,1615464660,37.06,1615430280,51.84,1615464660,2021-03-11,NA,7.26,7.24,7.25,7.26,6.8,7.5,5.7,31,0.33,NA,NA,NA,NA
1615496400,NA,NA,1615522920,1615565340,0.98,NA,NA,NA,NA,52.52,1615551060,41.95,1615602540,52.02,1615551060,37.51,1615603020,37.72,0.71,1016.6,9.91,NA,NA,347,0.61,4,1615544040,NA,NA,41.77,1615516200,52.52,1615551060,37.28,1615516620,52.02,1615551060,2021-03-12,NA,7.24,7.23,7.23,7.25,6.78,7.4,5.68,30,0.33,NA,NA,NA,NA
1615582800,NA,NA,1615609200,1615651800,0.01,NA,NA,NA,NA,52.7,1615637460,42.13,1615688940,52.2,1615637460,37.74,1615689420,37.85,0.71,1016.5,9.89,NA,NA,347,0.61,4,1615630440,NA,NA,41.95,1615602540,52.7,1615637460,37.51,1615603020,52.2,1615637460,2021-03-13,NA,7.23,7.21,7.22,7.23,6.77,7.4,5.66,30,0.33,NA,NA,NA,NA
1615669200,NA,NA,1615695480,1615738260,0.04,NA,NA,NA,NA,52.88,1615723800,42.31,1615775340,52.38,1615723800,37.98,1615775760,37.97,0.71,1016.5,9.86,NA,NA,347,0.61,4,1615716780,NA,NA,42.13,1615688940,52.88,1615723800,37.74,1615689420,52.38,1615723800,2021-03-14,NA,7.21,7.2,7.2,7.22,6.75,7.3,5.65,30,0.33,NA,NA,NA,NA
1615755600,NA,NA,1615781820,1615824720,0.07,NA,NA,NA,NA,53.06,1615810200,42.5,1615861680,52.56,1615810200,38.22,1615862160,38.11,0.71,1016.4,9.84,NA,NA,347,0.61,4,1615803180,NA,NA,42.31,1615775340,53.06,1615810200,37.98,1615775760,52.56,1615810200,2021-03-15,NA,7.2,7.18,7.19,7.2,6.73,7.3,5.63,30,0.33,NA,NA,NA,NA
1615842000,NA,NA,1615868100,1615911180,0.1,NA,NA,NA,NA,53.25,1615896600,42.69,1615948080,52.75,1615896600,38.46,1615948560,38.24,0.71,1016.3,9.81,NA,NA,347,0.6,4,1615889580,NA,NA,42.5,1615861680,53.25,1615896600,38.22,1615862160,52.75,1615896600,2021-03-16,NA,7.18,7.16,7.17,7.19,6.72,7.3,5.62,30,0.34,NA,NA,NA,NA
1615928400,NA,NA,1615954380,1615997640,0.13,NA,NA,NA,NA,53.44,1615983000,42.88,1616034480,52.94,1615983000,38.71,1616034900,38.38,0.71,1016.2,9.79,NA,NA,347,0.6,4,1615975980,NA,NA,42.69,1615948080,53.44,1615983000,38.46,1615948560,52.94,1615983000,2021-03-17,NA,7.16,7.15,7.15,7.17,6.7,7.2,5.6,30,0.34,NA,NA,NA,NA
1616014800,NA,NA,1616040720,1616084100,0.16,NA,NA,NA,NA,53.64,1616069340,43.08,1616120820,53.14,1616069340,38.96,1616121300,38.52,0.71,1016.1,9.76,NA,NA,347,0.6,4,1616062320,NA,NA,42.88,1616034480,53.64,1616069340,38.71,1616034900,53.14,1616069340,2021-03-18,NA,7.15,7.13,7.14,7.15,6.69,7.2,5.58,30,0.34,NA,NA,NA,NA
1616101200,NA,NA,1616127000,1616170560,0.19,NA,NA,NA,NA,53.84,1616155740,43.28,1616207220,53.34,1616155740,39.22,1616207700,38.66,0.71,1016.1,9.73,NA,NA,347,0.6,5,1616148720,NA,NA,43.08,1616120820,53.84,1616155740,38.96,1616121300,53.34,1616155740,2021-03-19,NA,7.13,7.11,7.12,7.14,6.67,7.1,5.57,30,0.34,NA,NA,NA,NA
1616187600,NA,NA,1616213280,1616257020,0.22,NA,NA,NA,NA,54.04,1616242140,43.48,1616293620,53.54,1616242140,39.48,1616294100,38.81,0.7,1016,9.71,NA,NA,347,0.6,5,1616235120,NA,NA,43.28,1616207220,54.04,1616242140,39.22,1616207700,53.54,1616242140,2021-03-20,NA,7.11,7.1,7.1,7.12,6.65,7.1,5.55,30,0.34,NA,NA,NA,NA
1616274000,NA,NA,1616299620,1616343480,0.25,NA,NA,NA,NA,54.24,1616328540,43.68,1616379960,53.74,1616328540,39.74,1616380440,38.96,0.7,1015.9,9.68,NA,NA,347,0.59,5,1616321520,NA,NA,43.48,1616293620,54.24,1616328540,39.48,1616294100,53.74,1616328540,2021-03-21,NA,7.1,7.08,7.08,7.1,6.64,7,5.53,30,0.34,NA,NA,NA,NA
1616360400,NA,NA,1616385900,1616429940,0.29,NA,NA,NA,NA,54.45,1616414880,43.89,1616466360,53.95,1616414880,40.01,1616466840,39.12,0.7,1015.8,9.65,NA,NA,347,0.59,5,1616407860,NA,NA,43.68,1616379960,54.45,1616414880,39.74,1616380440,53.95,1616414880,2021-03-22,NA,7.08,7.06,7.07,7.08,6.62,7,5.52,30,0.34,NA,NA,NA,NA
1616446800,NA,NA,1616472180,1616516400,0.32,NA,NA,NA,NA,54.66,1616501280,44.1,1616552760,54.16,1616501280,40.28,1616553180,39.27,0.7,1015.8,9.62,NA,NA,347,0.59,5,1616494260,NA,NA,43.89,1616466360,54.66,1616501280,40.01,1616466840,54.16,1616501280,2021-03-23,NA,7.06,7.04,7.05,7.06,6.6,6.9,5.5,30,0.34,NA,NA,NA,NA
1616533200,NA,NA,1616558520,1616602860,0.35,NA,NA,NA,NA,54.87,1616587680,44.32,1616639100,54.37,1616587680,40.55,1616639580,39.43,0.7,1015.7,9.59,NA,NA,347,0.59,5,1616580660,NA,NA,44.1,1616552760,54.87,1616587680,40.28,1616553180,54.37,1616587680,2021-03-24,NA,7.04,7.02,7.03,7.05,6.59,6.9,5.48,30,0.34,NA,NA,NA,NA
1616619600,NA,NA,1616644800,1616689320,0.39,NA,NA,NA,NA,55.09,1616674080,44.54,1616725500,54.59,1616674080,40.83,1616725980,39.6,0.7,1015.6,9.56,NA,NA,347,0.59,5,1616667000,NA,NA,44.32,1616639100,55.09,1616674080,40.55,1616639580,54.59,1616674080,2021-03-25,NA,7.02,7,7.01,7.03,6.57,6.8,5.47,30,0.34,NA,NA,NA,NA
1616706000,NA,NA,1616731080,1616775840,0.42,NA,NA,NA,NA,55.3,1616760420,44.76,1616811900,54.8,1616760420,41.11,1616812320,39.76,0.7,1015.5,9.53,NA,NA,347,0.59,5,1616753400,NA,NA,44.54,1616725500,55.3,1616760420,40.83,1616725980,54.8,1616760420,2021-03-26,NA,7,6.98,6.99,7.01,6.55,6.8,5.45,30,0.34,NA,NA,NA,NA
1616792400,NA,NA,1616817420,1616862300,0.46,NA,NA,NA,NA,55.52,1616846820,44.98,1616898240,55.02,1616846820,41.4,1616898720,39.93,0.7,1015.5,9.5,NA,NA,347,0.58,5,1616839800,NA,NA,44.76,1616811900,55.52,1616846820,41.11,1616812320,55.02,1616846820,2021-03-27,NA,6.98,6.96,6.97,6.99,6.54,6.7,5.43,30,0.34,NA,NA,NA,NA
1616878800,NA,NA,1616903700,1616948760,0.5,NA,NA,NA,NA,55.75,1616933220,45.21,1616984640,55.25,1616933220,41.69,1616985120,40.11,0.69,1015.4,9.47,NA,NA,347,0.58,5,1616926200,NA,NA,44.98,1616898240,55.75,1616933220,41.4,1616898720,55.25,1616933220,2021-03-28,NA,6.96,6.94,6.95,6.97,6.52,6.7,5.42,30,0.34,NA,NA,NA,NA
1616965200,NA,NA,1616989980,1617035220,0.54,NA,NA,NA,NA,55.98,1617019560,45.43,1617071040,55.48,1617019560,41.98,1617071460,40.28,0.69,1015.3,9.44,NA,NA,348,0.58,5,1617012540,NA,NA,45.21,1616984640,55.98,1617019560,41.69,1616985120,55.48,1617019560,2021-03-29,NA,6.94,6.92,6.93,6.95,6.5,6.6,5.4,30,0.34,NA,NA,NA,NA
1617051600,NA,NA,1617076320,1617121680,0.58,NA,NA,NA,NA,56.2,1617105960,45.66,1617157380,55.7,1617105960,42.27,1617157860,40.46,0.69,1015.3,9.41,NA,NA,348,0.58,5,1617098940,NA,NA,45.43,1617071040,56.2,1617105960,41.98,1617071460,55.7,1617105960,2021-03-30,NA,6.92,6.9,6.91,6.93,6.48,6.6,5.38,31,0.34,NA,NA,NA,NA
1617138000,NA,NA,1617162600,1617208140,0.61,NA,NA,NA,NA,56.44,1617192360,45.9,1617243780,55.94,1617192360,42.57,1617244260,40.64,0.69,1015.2,9.38,NA,NA,348,0.58,5,1617185340,NA,NA,45.66,1617157380,56.44,1617192360,42.27,1617157860,55.94,1617192360,2021-03-31,NA,6.9,6.88,6.89,6.91,6.47,6.5,5.37,31,0.34,NA,NA,NA,NA
1617224400,NA,NA,1617248880,1617294600,0.65,NA,NA,NA,NA,56.67,1617278760,46.13,1617330180,56.17,1617278760,42.87,1617330600,40.83,0.69,1015.1,9.34,NA,NA,348,0.57,5,1617271680,NA,NA,45.9,1617243780,56.67,1617278760,42.57,1617244260,56.17,1617278760,2021-04-01,NA,6.88,6.86,6.87,6.89,6.45,6.5,5.35,31,0.34,NA,NA,NA,NA
1617310800,NA,NA,1617335220,1617381060,0.69,NA,NA,NA,NA,56.91,1617365100,46.37,1617416520,56.41,1617365100,43.18,1617417000,41.01,0.69,1015.1,9.31,NA,NA,348,0.57,5,1617358080,NA,NA,46.13,1617330180,56.91,1617365100,42.87,1617330600,56.41,1617365100,2021-04-02,NA,6.86,6.84,6.85,6.87,6.43,6.4,5.33,31,0.34,NA,NA,NA,NA
1617397200,NA,NA,1617421500,1617467520,0.73,NA,NA,NA,NA,57.15,1617451500,46.61,1617502920,56.65,1617451500,43.49,1617503400,41.2,0.69,1015,9.28,NA,NA,348,0.57,5,1617444480,NA,NA,46.37,1617416520,57.15,1617451500,43.18,1617417000,56.65,1617451500,2021-04-03,NA,6.84,6.82,6.82,6.85,6.42,6.4,5.32,31,0.34,NA,NA,NA,NA
1617483600,NA,NA,1617507780,1617553980,0.76,NA,NA,NA,NA,57.39,1617537900,46.86,1617589320,56.89,1617537900,43.8,1617589740,41.4,0.69,1015,9.24,NA,NA,348,0.57,5,1617530880,NA,NA,46.61,1617502920,57.39,1617537900,43.49,1617503400,56.89,1617537900,2021-04-04,NA,6.82,6.79,6.8,6.82,6.4,6.3,5.3,31,0.34,NA,NA,NA,NA
1617570000,NA,NA,1617594120,1617640440,0.8,NA,NA,NA,NA,57.64,1617624300,47.1,1617675660,57.14,1617624300,44.11,1617676140,41.59,0.69,1014.9,9.21,NA,NA,348,0.57,5,1617617220,NA,NA,46.86,1617589320,57.64,1617624300,43.8,1617589740,57.14,1617624300,2021-04-05,NA,6.79,6.77,6.78,6.8,6.38,6.3,5.28,31,0.34,NA,NA,NA,NA
1617656400,NA,NA,1617680400,1617726900,0.83,NA,NA,NA,NA,57.88,1617710640,47.35,1617762060,57.38,1617710640,44.43,1617762540,41.79,0.69,1014.9,9.18,NA,NA,349,0.57,5,1617703620,NA,NA,47.1,1617675660,57.88,1617710640,44.11,1617676140,57.38,1617710640,2021-04-06,NA,6.77,6.75,6.76,6.78,6.36,6.2,5.27,31,0.34,NA,NA,NA,NA
1617742800,NA,NA,1617766680,1617813360,0.86,NA,NA,NA,NA,58.13,1617797040,47.6,1617848460,57.63,1617797040,44.74,1617848880,41.99,0.68,1014.8,9.15,NA,NA,349,0.56,5,1617790020,NA,NA,47.35,1617762060,58.13,1617797040,44.43,1617762540,57.63,1617797040,2021-04-07,NA,6.75,6.73,6.74,6.76,6.35,6.2,5.25,31,0.34,NA,NA,NA,NA
1617829200,NA,NA,1617853020,1617899820,0.89,NA,NA,NA,NA,58.38,1617883440,47.86,1617934800,57.88,1617883440,45.07,1617935280,42.2,0.68,1014.8,9.11,NA,NA,349,0.56,6,1617876420,NA,NA,47.6,1617848460,58.38,1617883440,44.74,1617848880,57.88,1617883440,2021-04-08,NA,6.73,6.7,6.71,6.73,6.33,6.1,5.24,31,0.34,NA,NA,NA,NA
1617915600,NA,NA,1617939300,1617986280,0.93,NA,NA,NA,NA,58.64,1617969840,48.11,1618021200,58.14,1617969840,45.39,1618021680,42.41,0.68,1014.7,9.08,NA,NA,349,0.56,6,1617962760,NA,NA,47.86,1617934800,58.64,1617969840,45.07,1617935280,58.14,1617969840,2021-04-09,NA,6.7,6.68,6.69,6.71,6.31,6.1,5.22,31,0.34,NA,NA,NA,NA
1618002000,NA,NA,1618025640,1618072740,0.96,NA,NA,NA,NA,58.89,1618056240,48.37,1618107600,58.39,1618056240,45.72,1618108020,42.62,0.68,1014.7,9.05,NA,NA,349,0.56,6,1618049160,NA,NA,48.11,1618021200,58.89,1618056240,45.39,1618021680,58.39,1618056240,2021-04-10,NA,6.68,6.66,6.67,6.69,6.3,6,5.2,31,0.34,NA,NA,NA,NA
1618088400,NA,NA,1618111920,1618159200,0.99,NA,NA,NA,NA,59.15,1618142580,48.63,1618193940,58.65,1618142580,46.04,1618194420,42.83,0.68,1014.6,9.01,NA,NA,349,0.56,6,1618135560,NA,NA,48.37,1618107600,59.15,1618142580,45.72,1618108020,58.65,1618142580,2021-04-11,NA,6.66,6.64,6.64,6.67,6.28,6,5.19,31,0.34,NA,NA,NA,NA
1618174800,NA,NA,1618198200,1618245660,0.02,NA,NA,NA,NA,59.41,1618228980,48.89,1618280340,58.91,1618228980,46.33,1618277280,43.05,0.68,1014.6,8.98,NA,NA,350,0.55,6,1618221960,NA,NA,48.63,1618193940,59.41,1618228980,46.04,1618194420,58.91,1618228980,2021-04-12,NA,6.64,6.61,6.62,6.64,6.26,5.9,5.17,31,0.34,NA,NA,NA,NA
1618261200,NA,NA,1618284540,1618332180,0.05,NA,NA,NA,NA,59.67,1618315380,49.15,1618366740,59.17,1618315380,46.5,1618367880,43.26,0.68,1014.5,8.95,NA,NA,350,0.55,6,1618308300,NA,NA,48.89,1618280340,59.67,1618315380,46.33,1618277280,59.17,1618315380,2021-04-13,NA,6.61,6.59,6.6,6.62,6.25,5.9,5.16,31,0.34,NA,NA,NA,NA
1618347600,NA,NA,1618370820,1618418640,0.08,NA,NA,NA,NA,59.94,1618401780,49.42,1618453080,59.44,1618401780,46.69,1618453800,43.48,0.68,1014.5,8.92,NA,NA,350,0.55,6,1618394700,NA,NA,49.15,1618366740,59.94,1618401780,46.5,1618367880,59.44,1618401780,2021-04-14,NA,6.59,6.56,6.57,6.59,6.23,5.9,5.14,31,0.34,NA,NA,NA,NA
1618434000,NA,NA,1618457160,1618505100,0.11,NA,NA,NA,NA,60.21,1618488120,49.69,1618539480,59.71,1618488120,50.18,1618539480,43.71,0.68,1014.4,8.88,NA,NA,350,0.55,6,1618481100,NA,NA,49.42,1618453080,60.21,1618488120,46.69,1618453800,59.71,1618488120,2021-04-15,NA,6.56,6.54,6.55,6.57,6.21,5.8,5.13,31,0.34,NA,NA,NA,NA
1618520400,NA,NA,1618543440,1618591560,0.14,NA,NA,NA,NA,60.47,1618574520,49.96,1618625880,59.97,1618574520,50.45,1618625880,43.93,0.68,1014.4,8.85,NA,NA,350,0.55,6,1618567500,NA,NA,49.69,1618539480,60.47,1618574520,50.18,1618539480,59.97,1618574520,2021-04-16,NA,6.54,6.51,6.52,6.55,6.2,5.8,5.11,31,0.34,NA,NA,NA,NA
1618606800,NA,NA,1618629780,1618678020,0.17,NA,NA,NA,NA,60.75,1618660920,50.23,1618712220,60.25,1618660920,50.72,1618712220,44.16,0.68,1014.4,8.82,NA,NA,350,0.55,6,1618653840,NA,NA,49.96,1618625880,60.75,1618660920,50.45,1618625880,60.25,1618660920,2021-04-17,NA,6.51,6.49,6.5,6.52,6.18,5.7,5.1,31,0.34,NA,NA,NA,NA
1618693200,NA,NA,1618716060,1618764480,0.2,NA,NA,NA,NA,61.02,1618747320,50.5,1618798620,60.52,1618747320,50.99,1618798620,44.39,0.67,1014.3,8.79,NA,NA,351,0.54,6,1618740240,NA,NA,50.23,1618712220,61.02,1618747320,50.72,1618712220,60.52,1618747320,2021-04-18,NA,6.49,6.47,6.47,6.5,6.16,5.7,5.08,31,0.34,NA,NA,NA,NA
1618779600,NA,NA,1618802400,1618850940,0.23,NA,NA,NA,NA,61.29,1618833720,50.78,1618885020,60.79,1618833720,51.27,1618885020,44.62,0.67,1014.3,8.76,NA,NA,351,0.54,6,1618826640,NA,NA,50.5,1618798620,61.29,1618833720,50.99,1618798620,60.79,1618833720,2021-04-19,NA,6.47,6.44,6.45,6.47,6.15,5.6,5.07,31,0.34,NA,NA,NA,NA
1618866000,NA,NA,1618888680,1618937400,0.27,NA,NA,NA,NA,61.57,1618920120,51.06,1618971420,61.07,1618920120,51.55,1618971420,44.85,0.67,1014.3,8.73,NA,NA,351,0.54,6,1618913040,NA,NA,50.78,1618885020,61.57,1618920120,51.27,1618885020,61.07,1618920120,2021-04-20,NA,6.44,6.41,6.42,6.45,6.13,5.6,5.06,31,0.34,NA,NA,NA,NA
1618952400,NA,NA,1618975020,1619023860,0.3,NA,NA,NA,NA,61.85,1619006460,51.33,1619057760,61.35,1619006460,51.82,1619057760,45.09,0.67,1014.2,8.7,NA,NA,351,0.54,6,1618999440,NA,NA,51.06,1618971420,61.85,1619006460,51.55,1618971420,61.35,1619006460,2021-04-21,NA,6.41,6.39,6.4,6.42,6.12,5.5,5.04,31,0.34,NA,NA,NA,NA
1619038800,NA,NA,1619061300,1619110320,0.33,NA,NA,NA,NA,62.13,1619092860,51.61,1619144160,61.63,1619092860,52.1,1619144160,45.33,0.67,1014.2,8.67,NA,NA,351,0.54,6,1619085780,NA,NA,51.33,1619057760,62.13,1619092860,51.82,1619057760,61.63,1619092860,2021-04-22,NA,6.39,6.36,6.37,6.4,6.1,5.5,5.03,31,0.34,NA,NA,NA,NA
1619125200,NA,NA,1619147640,1619196780,0.37,NA,NA,NA,NA,62.41,1619179260,51.9,1619230560,61.91,1619179260,52.39,1619230560,45.57,0.67,1014.2,8.65,NA,NA,351,0.53,6,1619172180,NA,NA,51.61,1619144160,62.41,1619179260,52.1,1619144160,61.91,1619179260,2021-04-23,NA,6.36,6.34,6.35,6.37,6.08,5.4,5.02,31,0.34,NA,NA,NA,NA
1619211600,NA,NA,1619233920,1619283240,0.41,NA,NA,NA,NA,62.69,1619265660,52.18,1619316960,62.19,1619265660,52.67,1619316960,45.81,0.67,1014.2,8.62,NA,NA,351,0.53,6,1619258580,NA,NA,51.9,1619230560,62.69,1619265660,52.39,1619230560,62.19,1619265660,2021-04-24,NA,6.34,6.31,6.32,6.35,6.07,5.4,5,31,0.34,NA,NA,NA,NA
1619298000,NA,NA,1619320260,1619369700,0.45,NA,NA,NA,NA,62.97,1619352060,52.47,1619403360,62.47,1619352060,52.96,1619403360,46.05,0.67,1014.1,8.6,NA,NA,351,0.53,6,1619344980,NA,NA,52.18,1619316960,62.97,1619352060,52.67,1619316960,62.47,1619352060,2021-04-25,NA,6.31,6.29,6.3,6.32,6.05,5.3,4.99,31,0.34,NA,NA,NA,NA
1619384400,NA,NA,1619406600,1619456160,0.48,NA,NA,NA,NA,63.26,1619438460,52.75,1619489700,62.76,1619438460,53.24,1619489700,46.3,0.67,1014.1,8.57,NA,NA,351,0.53,6,1619431380,NA,NA,52.47,1619403360,63.26,1619438460,52.96,1619403360,62.76,1619438460,2021-04-26,NA,6.29,6.26,6.27,6.3,6.04,5.3,4.98,31,0.34,NA,NA,NA,NA
1619470800,NA,NA,1619492880,1619542680,0.52,NA,NA,NA,NA,63.55,1619524860,53.04,1619576100,63.05,1619524860,53.53,1619576100,46.55,0.67,1014.1,8.55,NA,NA,351,0.53,6,1619517780,NA,NA,52.75,1619489700,63.55,1619524860,53.24,1619489700,63.05,1619524860,2021-04-27,NA,6.26,6.24,6.24,6.27,6.02,5.2,4.96,31,0.34,NA,NA,NA,NA
1619557200,NA,NA,1619579220,1619629140,0.56,NA,NA,NA,NA,63.83,1619611200,53.33,1619662500,63.33,1619611200,53.82,1619662500,46.79,0.67,1014.1,8.52,NA,NA,351,0.52,6,1619604120,NA,NA,53.04,1619576100,63.83,1619611200,53.53,1619576100,63.33,1619611200,2021-04-28,NA,6.24,6.21,6.22,6.24,6.01,5.2,4.95,31,0.34,NA,NA,NA,NA
1619643600,NA,NA,1619665560,1619715600,0.6,NA,NA,NA,NA,64.12,1619697600,53.62,1619748900,63.62,1619697600,54.11,1619748900,47.04,0.67,1014,8.5,NA,NA,351,0.52,6,1619690520,NA,NA,53.33,1619662500,64.12,1619697600,53.82,1619662500,63.62,1619697600,2021-04-29,NA,6.21,6.18,6.19,6.22,6,5.1,4.94,31,0.34,NA,NA,NA,NA
1619730000,NA,NA,1619751840,1619802060,0.64,NA,NA,NA,NA,64.41,1619784000,53.91,1619835300,63.91,1619784000,54.4,1619835300,47.3,0.67,1014,8.48,NA,NA,351,0.52,6,1619776920,NA,NA,53.62,1619748900,64.41,1619784000,54.11,1619748900,63.91,1619784000,2021-04-30,NA,6.18,6.16,6.17,6.19,5.98,5.1,4.93,31,0.34,NA,NA,NA,NA
1619816400,NA,NA,1619838180,1619888520,0.68,NA,NA,NA,NA,64.71,1619870400,54.2,1619921640,64.21,1619870400,54.69,1619921640,47.55,0.67,1014,8.46,NA,NA,351,0.52,6,1619863320,NA,NA,53.91,1619835300,64.71,1619870400,54.4,1619835300,64.21,1619870400,2021-05-01,NA,6.16,6.13,6.14,6.16,5.97,5.1,4.92,31,0.34,NA,NA,NA,NA
1619902800,NA,NA,1619924520,1619974980,0.71,NA,NA,NA,NA,65,1619956800,54.5,1620008040,64.5,1619956800,54.99,1620008040,47.8,0.66,1014,8.45,NA,NA,351,0.51,7,1619949720,NA,NA,54.2,1619921640,65,1619956800,54.69,1619921640,64.5,1619956800,2021-05-02,NA,6.13,6.1,6.11,6.14,5.95,5,4.9,31,0.34,NA,NA,NA,NA
1619989200,NA,NA,1620010860,1620061440,0.75,NA,NA,NA,NA,65.29,1620043200,54.79,1620094440,64.79,1620043200,55.28,1620094440,48.06,0.66,1014,8.43,NA,NA,351,0.51,7,1620036120,NA,NA,54.5,1620008040,65.29,1620043200,54.99,1620008040,64.79,1620043200,2021-05-03,NA,6.1,6.08,6.09,6.11,5.94,5,4.89,31,0.33,NA,NA,NA,NA
1620075600,NA,NA,1620097140,1620147900,0.78,NA,NA,NA,NA,65.59,1620129600,55.09,1620180840,65.09,1620129600,55.58,1620180840,48.31,0.66,1014,8.41,NA,NA,351,0.51,7,1620122520,NA,NA,54.79,1620094440,65.59,1620129600,55.28,1620094440,65.09,1620129600,2021-05-04,NA,6.08,6.05,6.06,6.09,5.93,4.9,4.88,31,0.33,NA,NA,NA,NA
1620162000,NA,NA,1620183480,1620234360,0.81,NA,NA,NA,NA,65.88,1620216000,55.38,1620267240,65.38,1620216000,55.87,1620267240,48.57,0.66,1013.9,8.4,NA,NA,351,0.51,7,1620208920,NA,NA,55.09,1620180840,65.88,1620216000,55.58,1620180840,65.38,1620216000,2021-05-05,NA,6.05,6.02,6.03,6.06,5.91,4.9,4.87,31,0.33,NA,NA,NA,NA
1620248400,NA,NA,1620269820,1620320820,0.84,NA,NA,NA,NA,66.18,1620302400,55.68,1620353640,65.68,1620302400,56.17,1620353640,48.83,0.66,1013.9,8.39,NA,NA,351,0.5,7,1620295320,NA,NA,55.38,1620267240,66.18,1620302400,55.87,1620267240,65.68,1620302400,2021-05-06,NA,6.02,6,6.01,6.03,5.9,4.8,4.86,31,0.33,NA,NA,NA,NA
1620334800,NA,NA,1620356160,1620407280,0.88,NA,NA,NA,NA,66.48,1620388800,55.98,1620440040,65.98,1620388800,56.47,1620440040,49.08,0.66,1013.9,8.37,NA,NA,350,0.5,7,1620381720,NA,NA,55.68,1620353640,66.48,1620388800,56.17,1620353640,65.98,1620388800,2021-05-07,NA,6,5.97,5.98,6.01,5.89,4.8,4.85,31,0.33,NA,NA,NA,NA
1620421200,NA,NA,1620442500,1620493740,0.91,NA,NA,NA,NA,66.77,1620475200,56.27,1620526440,66.27,1620475200,56.76,1620526440,49.34,0.66,1013.9,8.36,NA,NA,350,0.5,7,1620468120,NA,NA,55.98,1620440040,66.77,1620475200,56.47,1620440040,66.27,1620475200,2021-05-08,NA,5.97,5.94,5.95,5.98,5.88,4.8,4.84,31,0.33,NA,NA,NA,NA
1620507600,NA,NA,1620528840,1620580200,0.94,NA,NA,NA,NA,67.07,1620561540,56.57,1620612840,66.57,1620561540,57.06,1620612840,49.6,0.66,1013.9,8.35,NA,NA,350,0.5,7,1620554460,NA,NA,56.27,1620526440,67.07,1620561540,56.76,1620526440,66.57,1620561540,2021-05-09,NA,5.94,5.92,5.93,5.95,5.86,4.7,4.83,31,0.33,NA,NA,NA,NA
1620594000,NA,NA,1620615180,1620666660,0.97,NA,NA,NA,NA,67.37,1620647940,56.87,1620699240,66.87,1620647940,57.36,1620699240,49.86,0.66,1013.9,8.35,NA,NA,350,0.49,7,1620640860,NA,NA,56.57,1620612840,67.37,1620647940,57.06,1620612840,66.87,1620647940,2021-05-10,NA,5.92,5.89,5.9,5.93,5.85,4.7,4.82,31,0.33,NA,NA,NA,NA
